customer_id,signup_date,region,industry,company_size,plan_tier,contract_type,mrr,discount_pct,tenure_months,logins_last_30_days,last_login_days_ago,feature_adoption_pct,support_tickets_last_90d,avg_ticket_resolution_hrs,payment_failures_last_12mo,nps_score,csat_score,upsell_count,churn_flag,churn_date,churn_reason
CUST-114501,2023-07-07,North America,Healthcare,Large (500+),Enterprise,Monthly,1513.14,0.0,35,10,14,71.4,1,37.9,0,8,4.1,3,0,,
CUST-114502,2025-07-29,North America,Technology,Small (1-50),Basic,Monthly,41.78,10.0,11,3,21,40.5,4,5.9,0,6,3.6,0,0,,
CUST-114503,2024-02-19,North America,Financial Services,Small (1-50),Pro,Monthly,163.35,0.0,28,9,14,76.7,0,19.4,0,8,4.0,4,0,,
CUST-114504,2023-02-06,LATAM,Manufacturing,Small (1-50),Basic,Annual,50.41,10.9,40,9,11,85.5,3,36.3,0,7,2.6,7,0,,
CUST-114505,2026-04-21,North America,Manufacturing,Small (1-50),Pro,Annual,102.92,15.0,2,10,25,28.4,0,11.1,0,9,3.7,1,1,2026-05-21,Switched to Competitor
CUST-114506,2026-02-24,North America,Manufacturing,Medium (51-500),Enterprise,Monthly,608.7,0.0,4,6,21,42.6,3,8.4,1,4,3.5,1,0,,
CUST-114507,2026-03-07,APAC,Manufacturing,Large (500+),Basic,Monthly,216.17,5.0,3,4,29,14.0,2,14.9,0,10,2.8,1,0,,
CUST-114508,2025-01-09,North America,Technology,Small (1-50),Enterprise,Annual,520.92,17.8,17,12,30,57.5,2,13.8,0,8,4.2,3,0,,
CUST-114509,2022-07-16,Europe,Healthcare,Small (1-50),Pro,Monthly,101.04,0.0,47,13,16,83.3,2,16.5,0,8,3.6,5,0,,
CUST-114510,2026-06-21,LATAM,Healthcare,Small (1-50),Enterprise,Annual,428.83,10.4,0,5,26,20.4,2,33.4,0,7,3.5,0,1,2026-07-02,Budget Cuts
CUST-114511,2022-07-21,North America,Technology,Medium (51-500),Pro,Monthly,313.31,0.0,47,18,13,88.3,2,28.9,0,10,3.6,5,0,,
CUST-114512,2026-05-04,Europe,Education,Medium (51-500),Basic,Monthly,70.0,10.0,1,1,29,8.4,2,15.6,3,7,3.2,0,0,,
CUST-114513,2025-03-26,North America,Technology,Small (1-50),Basic,Monthly,45.03,5.0,15,24,17,61.8,1,16.5,0,9,4.5,0,0,,
CUST-114514,2024-12-05,Europe,Manufacturing,Medium (51-500),Basic,Monthly,72.86,0.0,18,12,19,59.1,0,24.3,0,10,3.6,0,0,,
CUST-114515,2026-06-12,North America,Manufacturing,Small (1-50),Basic,Annual,49.73,17.8,0,7,24,27.5,5,16.5,0,3,3.7,0,0,,
CUST-114516,2025-12-21,Europe,Education,Small (1-50),Pro,Annual,151.11,14.5,6,9,23,40.5,1,25.4,0,5,3.0,1,0,,
CUST-114517,2025-08-14,North America,Healthcare,Small (1-50),Pro,Monthly,147.03,0.0,10,9,21,50.8,3,11.9,1,6,3.7,1,0,,
CUST-114518,2023-04-12,North America,Financial Services,Small (1-50),Enterprise,Annual,543.32,11.9,38,19,18,73.4,1,40.9,0,9,3.7,1,0,,
CUST-114519,2024-11-04,Europe,Education,Medium (51-500),Basic,Annual,57.91,14.7,19,16,17,69.2,2,15.3,0,7,3.9,1,0,,
CUST-114520,2025-03-30,North America,Education,Large (500+),Pro,Monthly,342.1,0.0,15,12,18,58.0,1,12.3,0,8,4.9,0,0,,
CUST-114521,2026-04-16,APAC,Technology,Small (1-50),Enterprise,Monthly,332.99,0.0,2,1,29,7.6,4,12.5,0,3,2.7,0,1,2026-06-11,Poor Support Experience
CUST-114522,2026-01-29,APAC,Retail/E-commerce,Large (500+),Enterprise,Annual,1036.61,19.0,5,7,25,25.9,2,55.4,0,6,3.3,2,0,,
CUST-114523,2025-09-14,Europe,Retail/E-commerce,Small (1-50),Basic,Monthly,52.21,5.0,9,7,25,30.3,1,14.5,0,3,3.7,0,0,,
CUST-114524,2026-01-28,North America,Technology,Medium (51-500),Pro,Monthly,264.6,0.0,5,6,27,22.8,1,6.8,1,7,2.7,0,0,,
CUST-114525,2025-09-05,APAC,Media/Entertainment,Small (1-50),Basic,Annual,38.41,18.2,9,7,19,56.9,0,10.2,0,7,3.6,2,1,2025-12-29,Budget Cuts
CUST-114526,2023-02-13,Europe,Financial Services,Medium (51-500),Basic,Annual,65.07,14.4,40,21,17,70.5,1,11.4,0,8,4.7,4,0,,
CUST-114527,2025-04-27,North America,Financial Services,Small (1-50),Basic,Monthly,71.68,0.0,14,5,24,26.6,1,21.7,1,7,3.9,2,0,,
CUST-114528,2025-07-15,APAC,Retail/E-commerce,Small (1-50),Pro,Monthly,155.43,0.0,11,3,21,42.8,0,4.9,1,7,4.2,0,0,,
CUST-114529,2025-06-16,Europe,Education,Small (1-50),Pro,Monthly,110.78,5.0,12,6,26,41.0,4,22.9,1,6,3.5,1,0,,
CUST-114530,2024-07-20,North America,Financial Services,Small (1-50),Pro,Monthly,116.8,10.0,23,13,19,67.9,1,12.5,0,5,4.1,1,0,,
CUST-114531,2022-07-06,North America,Education,Small (1-50),Enterprise,Monthly,352.29,0.0,47,18,13,86.5,0,1.1,0,10,3.7,4,0,,
CUST-114532,2022-07-19,LATAM,Manufacturing,Medium (51-500),Basic,Monthly,66.74,10.0,47,17,11,100.0,3,4.2,0,10,3.8,3,0,,
CUST-114533,2025-01-04,North America,Healthcare,Medium (51-500),Pro,Monthly,334.58,10.0,17,9,19,49.5,1,10.2,0,7,4.1,2,0,,
CUST-114534,2025-11-23,Europe,Healthcare,Small (1-50),Pro,Monthly,92.52,5.0,7,16,25,35.3,1,15.5,1,7,3.7,0,0,,
CUST-114535,2025-04-06,North America,Education,Small (1-50),Basic,Monthly,40.47,10.0,14,3,25,24.5,2,11.0,3,10,3.3,0,0,,
CUST-114536,2026-05-03,Europe,Financial Services,Medium (51-500),Pro,Monthly,214.39,0.0,1,6,26,26.8,2,24.8,0,5,3.5,0,0,,
CUST-114537,2026-04-04,North America,Education,Small (1-50),Basic,Monthly,80.01,0.0,2,6,20,46.2,2,14.7,0,7,4.7,0,1,2026-05-25,Price Sensitivity
CUST-114538,2023-07-19,North America,Technology,Small (1-50),Enterprise,Monthly,557.67,0.0,35,13,18,62.1,1,20.6,0,7,4.7,0,0,,
CUST-114539,2024-08-17,APAC,Technology,Large (500+),Basic,Monthly,167.61,5.0,22,11,23,51.0,3,26.4,0,7,3.6,0,0,,
CUST-114540,2026-02-06,APAC,Media/Entertainment,Medium (51-500),Basic,Monthly,166.63,0.0,4,12,23,53.5,2,60.9,1,5,3.6,1,0,,
CUST-114541,2025-10-19,Europe,Technology,Small (1-50),Pro,Monthly,148.22,5.0,8,4,21,55.1,0,20.6,0,8,3.2,1,0,,
CUST-114542,2026-05-21,North America,Retail/E-commerce,Small (1-50),Basic,Monthly,73.05,0.0,1,4,21,40.4,3,12.2,0,6,2.7,1,1,2026-06-05,Price Sensitivity
CUST-114543,2023-11-12,North America,Financial Services,Small (1-50),Basic,Annual,48.97,13.5,31,23,14,85.9,0,14.0,0,9,4.2,2,0,,
CUST-114544,2026-01-03,North America,Retail/E-commerce,Small (1-50),Basic,Monthly,38.9,0.0,5,8,24,34.2,2,11.3,0,6,2.8,0,0,,
CUST-114545,2025-06-27,Europe,Manufacturing,Large (500+),Basic,Monthly,148.12,5.0,12,7,20,46.1,0,22.8,1,10,4.5,1,0,,
CUST-114546,2022-07-24,APAC,Education,Medium (51-500),Pro,Monthly,277.08,10.0,47,23,10,87.0,3,14.3,0,4,3.8,4,0,,
CUST-114547,2026-03-21,Europe,Education,Small (1-50),Pro,Annual,127.66,10.8,3,5,28,29.8,4,12.6,0,5,3.1,0,0,,
CUST-114548,2023-08-04,APAC,Media/Entertainment,Medium (51-500),Pro,Annual,225.44,13.0,34,9,19,51.3,1,15.2,0,10,3.4,2,0,,
CUST-114549,2026-02-15,North America,Media/Entertainment,Medium (51-500),Pro,Monthly,359.68,10.0,4,10,23,32.5,1,3.3,0,10,3.5,0,0,,
CUST-114550,2026-05-17,Europe,Manufacturing,Medium (51-500),Basic,Monthly,83.58,0.0,1,25,15,67.6,2,7.7,1,3,3.5,1,0,,
CUST-114551,2026-06-05,North America,Financial Services,Small (1-50),Basic,Monthly,51.53,0.0,0,2,26,29.3,5,12.8,1,4,3.2,0,0,,
CUST-114552,2024-01-22,North America,Retail/E-commerce,Large (500+),Pro,Monthly,368.61,10.0,29,10,21,61.1,2,2.4,0,9,3.5,3,0,,
CUST-114553,2026-06-17,North America,Education,Medium (51-500),Enterprise,Monthly,1008.47,5.0,0,6,26,30.3,2,20.9,0,6,3.9,0,0,,
CUST-114554,2022-07-25,Europe,Media/Entertainment,Small (1-50),Basic,Monthly,44.82,0.0,47,18,14,100.0,1,7.8,0,8,4.7,1,0,,
CUST-114555,2026-03-12,North America,Media/Entertainment,Medium (51-500),Basic,Monthly,127.67,0.0,3,5,27,15.5,3,30.0,1,3,2.4,0,1,2026-05-01,Payment/Billing Issue
CUST-114556,2024-04-21,North America,Healthcare,Small (1-50),Pro,Monthly,204.46,0.0,26,21,22,51.1,1,17.1,0,6,4.3,1,1,2025-04-08,Switched to Competitor
CUST-114557,2023-11-23,North America,Healthcare,Small (1-50),Pro,Monthly,185.0,0.0,31,10,17,63.6,3,15.3,0,6,3.8,2,0,,
CUST-114558,2026-05-30,North America,Technology,Small (1-50),Pro,Annual,71.43,11.7,1,1,33,17.1,0,4.5,1,10,3.6,0,0,,
CUST-114559,2025-11-06,Europe,Technology,Large (500+),Basic,Monthly,131.07,0.0,7,8,23,31.3,4,8.4,0,5,3.0,2,1,2026-01-16,Switched to Competitor
CUST-114560,2026-01-26,Europe,Healthcare,Small (1-50),Pro,Annual,90.01,17.5,5,8,25,28.0,6,18.3,0,3,2.5,0,1,2026-04-23,Switched to Competitor
CUST-114561,2026-06-05,Europe,Technology,Small (1-50),Basic,Monthly,44.3,5.0,0,4,26,28.3,0,20.6,0,6,4.2,0,0,,
CUST-114562,2025-10-18,Europe,Retail/E-commerce,Small (1-50),Pro,Monthly,136.3,0.0,8,8,32,30.4,4,36.5,0,4,2.5,0,0,,
CUST-114563,2025-08-29,North America,Financial Services,Small (1-50),Pro,Annual,101.39,17.8,10,8,20,60.0,1,17.1,0,10,4.3,0,0,,
CUST-114564,2024-12-28,APAC,Media/Entertainment,Small (1-50),Pro,Monthly,268.82,0.0,18,17,26,61.1,1,2.5,0,8,4.0,1,0,,
CUST-114565,2026-02-12,APAC,Media/Entertainment,Small (1-50),Basic,Monthly,59.31,10.0,4,7,28,23.4,2,25.6,0,8,3.7,0,0,,
CUST-114566,2024-01-24,North America,Technology,Small (1-50),Enterprise,Monthly,351.0,0.0,29,7,23,55.4,1,30.9,0,6,4.0,1,0,,
CUST-114567,2025-08-24,North America,Technology,Small (1-50),Enterprise,Monthly,584.98,5.0,10,9,25,29.8,2,8.3,1,7,4.5,0,1,2025-11-09,Missing Features
CUST-114568,2025-01-18,North America,Technology,Small (1-50),Pro,Monthly,118.09,10.0,17,7,22,40.5,2,8.1,0,8,3.9,1,0,,
CUST-114569,2025-08-23,Europe,Financial Services,Small (1-50),Basic,Monthly,57.3,5.0,10,12,21,40.7,1,8.5,0,4,4.5,1,0,,
CUST-114570,2026-05-12,Europe,Education,Medium (51-500),Basic,Monthly,48.11,10.0,1,1,30,11.6,4,18.7,1,5,3.0,0,1,2026-06-02,Price Sensitivity
CUST-114571,2022-07-30,LATAM,Financial Services,Small (1-50),Enterprise,Monthly,424.04,0.0,47,20,10,100.0,1,2.2,0,6,4.6,0,0,,
CUST-114572,2024-06-15,Europe,Media/Entertainment,Small (1-50),Pro,Monthly,173.33,5.0,24,14,15,64.9,1,10.7,0,9,4.2,1,0,,
CUST-114573,2022-07-03,North America,Healthcare,Medium (51-500),Enterprise,Monthly,743.07,10.0,47,11,14,80.8,0,22.8,1,10,4.4,1,0,,
CUST-114574,2024-03-25,Europe,Financial Services,Medium (51-500),Basic,Annual,56.76,11.7,27,17,15,69.2,2,25.7,0,8,3.6,1,0,,
CUST-114575,2025-09-27,LATAM,Education,Medium (51-500),Basic,Monthly,84.12,0.0,9,8,23,47.5,1,28.2,0,6,4.0,1,0,,
CUST-114576,2024-12-21,Europe,Media/Entertainment,Large (500+),Enterprise,Annual,970.19,18.0,18,18,13,79.0,0,7.0,0,7,3.6,0,0,,
CUST-114577,2024-02-05,North America,Retail/E-commerce,Small (1-50),Pro,Annual,137.01,11.3,28,25,12,83.6,1,19.3,0,9,3.7,3,0,,
CUST-114578,2025-02-28,North America,Technology,Small (1-50),Basic,Monthly,48.28,0.0,16,8,19,57.8,2,23.1,0,4,4.2,1,0,,
CUST-114579,2025-02-28,North America,Technology,Medium (51-500),Basic,Monthly,55.07,10.0,16,25,16,70.0,0,14.8,0,10,3.8,3,0,,
CUST-114580,2026-03-27,APAC,Financial Services,Small (1-50),Pro,Monthly,275.26,0.0,3,9,29,31.5,1,25.7,0,8,3.7,0,0,,
CUST-114581,2026-05-13,Europe,Financial Services,Small (1-50),Basic,Monthly,65.17,0.0,1,6,29,19.3,3,20.7,0,4,3.8,0,0,,
CUST-114582,2024-09-24,APAC,Technology,Small (1-50),Pro,Annual,120.16,14.5,21,9,21,49.5,0,34.7,0,7,3.6,0,0,,
CUST-114583,2025-05-04,North America,Education,Medium (51-500),Basic,Monthly,96.65,0.0,13,10,19,54.7,0,38.6,0,7,3.8,3,0,,
CUST-114584,2024-09-20,APAC,Retail/E-commerce,Medium (51-500),Pro,Monthly,234.54,10.0,21,12,18,69.4,1,14.1,0,8,4.7,1,0,,
CUST-114585,2025-05-07,North America,Education,Small (1-50),Basic,Monthly,38.95,5.0,13,5,20,47.8,1,5.8,0,10,3.7,1,0,,
CUST-114586,2026-06-12,North America,Manufacturing,Medium (51-500),Enterprise,Annual,652.7,11.5,0,1,29,7.5,2,4.6,0,6,3.5,0,1,2026-07-03,Budget Cuts
CUST-114587,2022-07-30,North America,Manufacturing,Small (1-50),Basic,Monthly,63.43,0.0,47,33,10,94.7,0,22.7,0,10,4.3,2,0,,
CUST-114588,2026-04-07,North America,Technology,Medium (51-500),Pro,Annual,280.51,11.8,2,9,27,24.4,4,16.6,0,7,3.4,0,0,,
CUST-114589,2024-11-12,LATAM,Retail/E-commerce,Medium (51-500),Basic,Annual,75.92,17.5,19,8,19,57.7,2,54.8,0,7,3.2,1,0,,
CUST-114590,2025-03-09,North America,Financial Services,Small (1-50),Pro,Monthly,126.74,10.0,15,20,22,46.9,1,17.0,0,6,4.9,1,0,,
CUST-114591,2026-02-09,North America,Manufacturing,Small (1-50),Enterprise,Monthly,683.38,0.0,4,7,20,50.0,3,5.3,1,7,3.2,0,0,,
CUST-114592,2024-02-02,APAC,Retail/E-commerce,Medium (51-500),Pro,Monthly,253.44,5.0,28,18,12,82.4,1,28.3,2,10,4.3,5,0,,
CUST-114593,2026-02-24,Europe,Healthcare,Small (1-50),Pro,Monthly,209.0,0.0,4,5,24,30.3,0,44.9,1,6,4.0,1,0,,
CUST-114594,2026-05-04,North America,Retail/E-commerce,Large (500+),Pro,Annual,472.43,18.4,1,6,25,26.7,1,14.3,1,10,3.0,1,1,2026-05-20,Missing Features
CUST-114595,2024-12-05,North America,Technology,Medium (51-500),Pro,Monthly,354.7,0.0,18,9,23,35.6,1,4.4,0,5,3.1,0,0,,
CUST-114596,2025-12-30,APAC,Retail/E-commerce,Medium (51-500),Enterprise,Monthly,900.19,10.0,6,6,23,39.9,1,17.8,0,9,3.5,0,0,,
CUST-114597,2026-04-23,Europe,Education,Medium (51-500),Enterprise,Monthly,933.68,0.0,2,7,31,26.3,1,35.0,0,5,3.5,1,0,,
CUST-114598,2026-03-26,North America,Education,Small (1-50),Basic,Monthly,74.64,0.0,3,10,25,32.3,3,23.0,0,10,3.9,1,0,,
CUST-114599,2026-06-09,North America,Manufacturing,Small (1-50),Enterprise,Monthly,966.95,0.0,0,10,23,33.2,5,17.9,0,3,2.9,0,1,2026-07-02,Other
CUST-114600,2026-01-07,Europe,Financial Services,Medium (51-500),Basic,Monthly,62.4,10.0,5,7,33,30.9,7,16.8,0,4,3.3,0,0,,
CUST-114601,2026-01-21,Europe,Education,Large (500+),Basic,Monthly,135.3,0.0,5,2,27,17.0,3,6.7,0,6,3.8,0,0,,
CUST-114602,2025-08-10,APAC,Retail/E-commerce,Medium (51-500),Basic,Monthly,77.92,0.0,10,17,19,51.4,0,3.0,0,10,4.2,2,0,,
CUST-114603,2025-08-25,APAC,Retail/E-commerce,Small (1-50),Basic,Monthly,60.04,0.0,10,2,25,22.4,1,30.3,0,8,3.7,0,0,,
CUST-114604,2024-12-09,APAC,Retail/E-commerce,Medium (51-500),Pro,Monthly,209.23,0.0,18,3,29,28.6,2,13.6,1,9,4.0,1,0,,
CUST-114605,2025-07-24,Europe,Technology,Medium (51-500),Enterprise,Monthly,1272.0,10.0,11,23,15,64.0,0,7.7,0,8,4.1,1,0,,
CUST-114606,2024-04-30,APAC,Retail/E-commerce,Medium (51-500),Pro,Monthly,298.33,5.0,26,10,23,36.0,1,13.3,0,7,3.3,2,0,,
CUST-114607,2023-09-10,Europe,Education,Small (1-50),Pro,Monthly,177.75,0.0,33,9,14,74.4,1,11.7,0,7,3.1,1,0,,
CUST-114608,2025-06-25,APAC,Technology,Medium (51-500),Pro,Monthly,207.57,10.0,12,29,28,64.4,1,11.6,0,9,4.2,0,0,,
CUST-114609,2023-12-16,Europe,Financial Services,Large (500+),Pro,Monthly,469.2,10.0,30,9,19,49.8,3,15.7,0,9,2.9,2,0,,
CUST-114610,2022-07-16,Europe,Technology,Small (1-50),Basic,Monthly,39.87,5.0,47,22,11,95.9,2,4.6,0,8,4.2,2,0,,
CUST-114611,2025-01-17,Europe,Education,Medium (51-500),Pro,Monthly,345.65,10.0,17,33,25,66.6,2,13.9,0,10,3.2,1,0,,
CUST-114612,2026-03-28,North America,Technology,Medium (51-500),Pro,Monthly,285.24,0.0,3,1,28,11.3,3,13.6,0,3,3.4,1,1,2026-06-12,Poor Support Experience
CUST-114613,2025-06-06,APAC,Technology,Large (500+),Pro,Monthly,613.74,0.0,12,15,28,42.5,5,14.1,0,5,3.5,2,0,,
CUST-114614,2026-05-06,LATAM,Technology,Medium (51-500),Pro,Monthly,233.12,5.0,1,0,29,3.5,1,11.1,2,8,3.9,0,0,,
CUST-114615,2024-06-08,North America,Retail/E-commerce,Medium (51-500),Enterprise,Monthly,680.13,0.0,24,15,23,50.5,1,11.4,0,9,3.0,0,0,,
CUST-114616,2026-06-11,Europe,Healthcare,Large (500+),Basic,Monthly,155.47,5.0,0,5,23,40.7,1,21.2,0,8,3.4,0,0,,
CUST-114617,2025-08-26,North America,Retail/E-commerce,Small (1-50),Basic,Annual,44.99,13.6,10,15,20,51.0,0,10.8,0,10,3.5,2,0,,
CUST-114618,2022-12-04,APAC,Technology,Small (1-50),Pro,Monthly,134.88,0.0,42,11,22,87.4,1,7.6,0,7,3.8,2,0,,
CUST-114619,2023-12-10,Europe,Media/Entertainment,Small (1-50),Pro,Monthly,134.42,10.0,30,17,21,54.4,2,7.9,0,8,3.7,0,0,,
CUST-114620,2026-06-03,Europe,Manufacturing,Small (1-50),Enterprise,Monthly,678.03,0.0,0,7,24,37.5,1,25.5,0,8,3.3,0,1,2026-06-20,Missing Features
CUST-114621,2025-11-24,North America,Financial Services,Medium (51-500),Basic,Monthly,93.27,10.0,7,5,25,45.0,1,9.1,1,8,4.3,1,0,,
CUST-114622,2025-12-03,APAC,Manufacturing,Small (1-50),Basic,Monthly,33.62,5.0,6,6,25,31.8,0,3.5,0,7,4.7,0,0,,
CUST-114623,2026-05-27,North America,Education,Large (500+),Enterprise,Monthly,1276.91,0.0,1,0,33,6.1,6,24.1,0,2,2.7,0,1,2026-06-12,Other
CUST-114624,2026-05-04,Europe,Financial Services,Small (1-50),Pro,Monthly,108.7,0.0,1,0,38,2.0,2,26.5,0,9,3.4,0,0,,
CUST-114625,2025-05-07,Europe,Financial Services,Medium (51-500),Pro,Annual,184.59,16.5,13,6,21,39.6,1,13.4,0,5,4.4,0,0,,
CUST-114626,2025-12-04,Europe,Healthcare,Medium (51-500),Basic,Monthly,83.32,5.0,6,8,26,36.1,0,52.2,1,9,3.7,1,0,,
CUST-114627,2026-06-15,North America,Education,Small (1-50),Basic,Annual,56.47,17.4,0,11,29,26.2,4,41.1,0,4,3.0,0,0,,
CUST-114628,2023-12-19,Europe,Manufacturing,Small (1-50),Pro,Annual,110.15,19.2,30,16,13,73.2,3,12.6,0,8,3.1,1,0,,
CUST-114629,2025-06-19,APAC,Financial Services,Medium (51-500),Basic,Annual,65.6,19.5,12,5,24,31.0,1,25.3,1,10,3.5,0,0,,
CUST-114630,2024-11-28,Europe,Education,Medium (51-500),Enterprise,Annual,958.51,19.9,19,6,25,42.1,2,72.5,0,8,4.0,1,0,,
CUST-114631,2024-11-17,North America,Technology,Medium (51-500),Pro,Monthly,222.15,0.0,19,21,20,47.4,1,44.9,0,7,3.5,0,0,,
CUST-114632,2026-05-13,North America,Education,Large (500+),Basic,Monthly,130.22,0.0,1,1,22,41.2,4,19.7,0,7,3.1,0,0,,
CUST-114633,2026-06-06,APAC,Technology,Medium (51-500),Pro,Monthly,326.43,10.0,0,2,29,17.0,2,8.2,2,4,3.4,0,0,,
CUST-114634,2024-01-30,APAC,Healthcare,Small (1-50),Pro,Monthly,149.61,10.0,29,12,14,70.9,2,13.7,0,6,3.6,3,0,,
CUST-114635,2022-07-10,Europe,Healthcare,Medium (51-500),Basic,Monthly,93.16,5.0,47,36,10,100.0,0,21.6,1,7,4.7,1,0,,
CUST-114636,2025-05-18,APAC,Media/Entertainment,Medium (51-500),Basic,Annual,69.25,11.8,13,12,16,64.6,3,5.2,0,6,3.5,0,0,,
CUST-114637,2025-07-10,North America,Retail/E-commerce,Medium (51-500),Basic,Monthly,76.65,0.0,11,9,21,51.2,3,48.1,0,6,3.6,0,0,,
CUST-114638,2026-04-24,Europe,Technology,Small (1-50),Pro,Monthly,121.45,5.0,2,7,26,27.4,0,68.3,0,8,3.5,0,0,,
CUST-114639,2025-05-28,Europe,Retail/E-commerce,Medium (51-500),Pro,Annual,182.85,12.8,13,0,32,2.0,2,16.1,0,7,4.3,0,0,,
CUST-114640,2026-06-18,LATAM,Retail/E-commerce,Medium (51-500),Pro,Monthly,250.4,0.0,0,7,26,34.0,3,7.2,0,5,3.2,0,1,2026-07-11,Poor Support Experience
CUST-114641,2024-05-18,North America,Education,Large (500+),Pro,Monthly,535.38,0.0,25,11,18,70.1,1,10.7,1,10,3.8,1,0,,
CUST-114642,2025-07-25,North America,Technology,Small (1-50),Pro,Monthly,154.46,0.0,11,6,24,28.1,2,16.9,0,7,4.0,1,0,,
CUST-114643,2024-10-25,North America,Technology,Medium (51-500),Pro,Annual,158.27,19.3,20,24,19,56.0,1,9.2,0,7,4.2,1,1,2025-03-16,Switched to Competitor
CUST-114644,2025-08-09,North America,Technology,Medium (51-500),Pro,Monthly,279.35,10.0,10,10,23,44.4,4,7.5,0,7,2.9,0,0,,
CUST-114645,2024-09-05,Europe,Technology,Medium (51-500),Basic,Annual,69.93,17.5,21,8,23,48.3,1,6.2,0,6,3.7,2,0,,
CUST-114646,2025-06-18,North America,Media/Entertainment,Small (1-50),Enterprise,Monthly,447.41,5.0,12,25,18,78.7,0,3.7,0,9,3.9,2,0,,
CUST-114647,2025-06-24,North America,Technology,Medium (51-500),Pro,Annual,169.9,18.0,12,14,27,28.7,0,13.1,0,8,4.0,0,0,,
CUST-114648,2025-11-16,LATAM,Retail/E-commerce,Large (500+),Pro,Monthly,743.25,5.0,7,9,20,46.9,0,6.7,0,6,4.5,1,0,,
CUST-114649,2026-01-26,LATAM,Retail/E-commerce,Medium (51-500),Pro,Annual,213.38,14.3,5,9,20,47.6,2,24.6,1,7,4.2,2,0,,
CUST-114650,2024-07-09,North America,Technology,Medium (51-500),Basic,Annual,97.67,11.6,23,13,22,55.8,2,21.3,0,8,3.6,1,0,,
CUST-114651,2024-11-08,APAC,Technology,Small (1-50),Pro,Monthly,141.22,10.0,19,12,24,65.1,2,12.7,2,7,4.1,4,0,,
CUST-114652,2023-05-19,APAC,Manufacturing,Medium (51-500),Basic,Monthly,41.84,0.0,37,8,13,79.9,1,3.7,0,8,4.7,2,0,,
CUST-114653,2024-06-25,Europe,Manufacturing,Small (1-50),Pro,Monthly,155.15,0.0,24,16,11,82.6,3,37.5,2,9,4.6,2,0,,
CUST-114654,2026-05-20,North America,Media/Entertainment,Medium (51-500),Pro,Monthly,237.82,0.0,1,19,20,48.6,2,21.2,0,9,3.8,0,0,,
CUST-114655,2022-07-28,North America,Retail/E-commerce,Small (1-50),Pro,Annual,108.84,17.3,47,9,16,77.8,1,10.0,0,9,3.7,3,0,,
CUST-114656,2024-08-18,North America,Financial Services,Small (1-50),Pro,Monthly,149.34,5.0,22,16,19,63.4,2,59.3,1,10,2.7,1,0,,
CUST-114657,2025-12-25,APAC,Technology,Small (1-50),Pro,Annual,166.83,17.2,6,6,25,25.5,3,7.5,0,5,3.5,1,0,,
CUST-114658,2025-02-27,North America,Retail/E-commerce,Small (1-50),Basic,Annual,43.45,10.8,16,11,28,35.1,1,28.5,0,6,3.3,0,0,,
CUST-114659,2024-07-29,Europe,Education,Small (1-50),Enterprise,Monthly,397.38,0.0,23,22,14,70.0,1,17.8,0,6,4.1,4,0,,
CUST-114660,2026-04-09,Europe,Financial Services,Small (1-50),Pro,Monthly,92.44,5.0,2,2,27,14.9,5,36.3,0,6,3.3,0,1,2026-05-08,Low Product Usage
CUST-114661,2022-07-09,North America,Technology,Small (1-50),Pro,Monthly,81.73,10.0,47,10,15,68.2,2,11.0,2,8,4.0,3,0,,
CUST-114662,2025-02-11,North America,Technology,Medium (51-500),Basic,Monthly,97.99,5.0,16,5,25,23.5,4,19.4,0,4,3.0,0,0,,
CUST-114663,2026-06-29,North America,Technology,Small (1-50),Pro,Monthly,196.37,0.0,0,6,26,17.9,4,10.8,2,8,3.4,1,1,2026-07-05,Low Product Usage
CUST-114664,2025-06-03,APAC,Technology,Small (1-50),Basic,Monthly,41.11,0.0,12,3,28,33.9,3,18.3,0,8,3.7,0,0,,
CUST-114665,2026-03-14,APAC,Education,Small (1-50),Pro,Annual,86.14,18.5,3,8,22,44.8,2,46.9,0,9,3.1,0,0,,
CUST-114666,2026-02-06,North America,Healthcare,Large (500+),Basic,Monthly,140.53,0.0,4,6,23,37.9,3,14.0,1,5,3.3,1,0,,
CUST-114667,2026-05-10,North America,Manufacturing,Small (1-50),Pro,Monthly,160.92,0.0,1,20,21,41.4,2,11.4,0,6,2.7,0,1,2026-05-31,Budget Cuts
CUST-114668,2025-10-23,APAC,Retail/E-commerce,Small (1-50),Pro,Monthly,139.75,0.0,8,1,26,19.5,0,34.4,0,8,3.6,0,0,,
CUST-114669,2026-02-25,North America,Financial Services,Medium (51-500),Basic,Annual,75.42,12.7,4,16,17,65.1,2,43.6,0,10,4.4,1,0,,
CUST-114670,2024-02-27,Europe,Retail/E-commerce,Small (1-50),Pro,Monthly,160.79,0.0,28,15,17,78.7,1,40.8,1,8,4.3,1,0,,
CUST-114671,2023-11-25,Europe,Technology,Medium (51-500),Enterprise,Monthly,918.28,0.0,31,37,13,86.5,0,6.0,1,8,3.3,4,0,,
CUST-114672,2026-06-29,Europe,Healthcare,Small (1-50),Basic,Annual,58.06,16.2,0,1,33,8.3,2,28.7,0,5,4.5,0,1,2026-07-13,Missing Features
CUST-114673,2024-07-27,North America,Retail/E-commerce,Small (1-50),Pro,Annual,128.79,19.7,23,16,19,56.9,1,28.6,1,7,4.1,3,0,,
